MPS4000 Validation Report
S/N:,251
Date,2015/01/01
Time,04:55:44
Channels,64
Pressures,15
Temperatures,3
Error Limit,0.06
 ,Temp,Full Scale,Target,Source,MPS,,Percent
Chan,Deg C,Pressure,Pressure,Pressure,Pressure,Delta,Error
33,40.56,1.000,0.000000,-0.000018,0.000062,0.000080,0.008,pass
33,40.56,1.000,0.142857,0.142903,0.143018,0.000115,0.012,pass
33,40.56,1.000,0.285714,0.285693,0.285781,0.000087,0.009,pass
33,40.56,1.000,0.428571,0.428617,0.428797,0.000179,0.018,pass
33,40.63,1.000,0.571429,0.571404,0.571541,0.000137,0.014,pass
33,40.63,1.000,0.714286,0.714311,0.714427,0.000116,0.012,pass
33,40.63,1.000,0.857143,0.857109,0.857248,0.000139,0.014,pass
33,40.63,1.000,1.000000,0.999999,1.000266,0.000267,0.027,pass
33,40.63,1.000,-0.142857,-0.142919,-0.142829,0.000090,0.009,pass
33,40.69,1.000,-0.285714,-0.285711,-0.285586,0.000125,0.012,pass
33,40.63,1.000,-0.428571,-0.428618,-0.428556,0.000063,0.006,pass
33,40.63,1.000,-0.571429,-0.571401,-0.571355,0.000045,0.005,pass
33,40.63,1.000,-0.714286,-0.714303,-0.714299,0.000004,0.000,pass
33,40.63,1.000,-0.857143,-0.857112,-0.857182,-0.000070,-0.007,pass
33,40.63,1.000,-1.000000,-1.000009,-1.000065,-0.000055,-0.006,pass
34,40.56,1.000,0.000000,-0.000018,0.000034,0.000052,0.005,pass
34,40.56,1.000,0.142857,0.142903,0.142977,0.000073,0.007,pass
34,40.56,1.000,0.285714,0.285693,0.285747,0.000054,0.005,pass
34,40.56,1.000,0.428571,0.428617,0.428754,0.000136,0.014,pass
34,40.63,1.000,0.571429,0.571404,0.571504,0.000100,0.010,pass
34,40.63,1.000,0.714286,0.714311,0.714386,0.000076,0.008,pass
34,40.63,1.000,0.857143,0.857109,0.857220,0.000111,0.011,pass
34,40.63,1.000,1.000000,0.999999,1.000234,0.000235,0.024,pass
34,40.63,1.000,-0.142857,-0.142919,-0.142892,0.000027,0.003,pass
34,40.69,1.000,-0.285714,-0.285711,-0.285612,0.000099,0.010,pass
34,40.63,1.000,-0.428571,-0.428618,-0.428578,0.000040,0.004,pass
34,40.63,1.000,-0.571429,-0.571401,-0.571301,0.000100,0.010,pass
34,40.63,1.000,-0.714286,-0.714303,-0.714252,0.000051,0.005,pass
34,40.63,1.000,-0.857143,-0.857112,-0.857173,-0.000061,-0.006,pass
34,40.63,1.000,-1.000000,-1.000009,-0.999969,0.000041,0.004,pass
35,40.56,1.000,0.000000,-0.000018,0.000008,0.000026,0.003,pass
35,40.56,1.000,0.142857,0.142903,0.142960,0.000057,0.006,pass
35,40.56,1.000,0.285714,0.285693,0.285802,0.000109,0.011,pass
35,40.56,1.000,0.428571,0.428617,0.428771,0.000153,0.015,pass
35,40.63,1.000,0.571429,0.571404,0.571570,0.000165,0.017,pass
35,40.63,1.000,0.714286,0.714311,0.714423,0.000112,0.011,pass
35,40.63,1.000,0.857143,0.857109,0.857240,0.000131,0.013,pass
35,40.63,1.000,1.000000,0.999999,1.000207,0.000208,0.021,pass
35,40.63,1.000,-0.142857,-0.142919,-0.142855,0.000064,0.006,pass
35,40.69,1.000,-0.285714,-0.285711,-0.285671,0.000041,0.004,pass
35,40.63,1.000,-0.428571,-0.428618,-0.428564,0.000055,0.005,pass
35,40.63,1.000,-0.571429,-0.571401,-0.571330,0.000071,0.007,pass
35,40.63,1.000,-0.714286,-0.714303,-0.714249,0.000054,0.005,pass
35,40.63,1.000,-0.857143,-0.857112,-0.857145,-0.000033,-0.003,pass
35,40.63,1.000,-1.000000,-1.000009,-0.999961,0.000048,0.005,pass
36,40.56,1.000,0.000000,-0.000018,-0.000011,0.000007,0.001,pass
36,40.56,1.000,0.142857,0.142903,0.142950,0.000047,0.005,pass
36,40.56,1.000,0.285714,0.285693,0.285754,0.000061,0.006,pass
36,40.56,1.000,0.428571,0.428617,0.428759,0.000142,0.014,pass
36,40.63,1.000,0.571429,0.571404,0.571470,0.000066,0.007,pass
36,40.63,1.000,0.714286,0.714311,0.714319,0.000008,0.001,pass
36,40.63,1.000,0.857143,0.857109,0.857187,0.000078,0.008,pass
36,40.63,1.000,1.000000,0.999999,1.000178,0.000179,0.018,pass
36,40.63,1.000,-0.142857,-0.142919,-0.142861,0.000057,0.006,pass
36,40.69,1.000,-0.285714,-0.285711,-0.285640,0.000071,0.007,pass
36,40.63,1.000,-0.428571,-0.428618,-0.428505,0.000113,0.011,pass
36,40.63,1.000,-0.571429,-0.571401,-0.571252,0.000149,0.015,pass
36,40.63,1.000,-0.714286,-0.714303,-0.714161,0.000142,0.014,pass
36,40.63,1.000,-0.857143,-0.857112,-0.857044,0.000068,0.007,pass
36,40.63,1.000,-1.000000,-1.000009,-0.999938,0.000071,0.007,pass
37,40.72,1.000,0.000000,-0.000018,0.000011,0.000029,0.003,pass
37,40.72,1.000,0.142857,0.142903,0.142938,0.000035,0.004,pass
37,40.69,1.000,0.285714,0.285693,0.285780,0.000086,0.009,pass
37,40.72,1.000,0.428571,0.428617,0.428760,0.000142,0.014,pass
37,40.75,1.000,0.571429,0.571404,0.571483,0.000079,0.008,pass
37,40.75,1.000,0.714286,0.714311,0.714381,0.000070,0.007,pass
37,40.75,1.000,0.857143,0.857109,0.857207,0.000098,0.010,pass
37,40.75,1.000,1.000000,0.999999,1.000144,0.000145,0.015,pass
37,40.75,1.000,-0.142857,-0.142919,-0.142907,0.000011,0.001,pass
37,40.78,1.000,-0.285714,-0.285711,-0.285777,-0.000066,-0.007,pass
37,40.75,1.000,-0.428571,-0.428618,-0.428638,-0.000020,-0.002,pass
37,40.78,1.000,-0.571429,-0.571401,-0.571436,-0.000036,-0.004,pass
37,40.75,1.000,-0.714286,-0.714303,-0.714371,-0.000068,-0.007,pass
37,40.78,1.000,-0.857143,-0.857112,-0.857177,-0.000065,-0.006,pass
37,40.75,1.000,-1.000000,-1.000009,-1.000056,-0.000046,-0.005,pass
38,40.72,1.000,0.000000,-0.000018,0.000034,0.000052,0.005,pass
38,40.72,1.000,0.142857,0.142903,0.142930,0.000027,0.003,pass
38,40.69,1.000,0.285714,0.285693,0.285770,0.000076,0.008,pass
38,40.72,1.000,0.428571,0.428617,0.428699,0.000081,0.008,pass
38,40.75,1.000,0.571429,0.571404,0.571447,0.000043,0.004,pass
38,40.75,1.000,0.714286,0.714311,0.714345,0.000035,0.003,pass
38,40.75,1.000,0.857143,0.857109,0.857174,0.000065,0.006,pass
38,40.75,1.000,1.000000,0.999999,1.000175,0.000176,0.018,pass
38,40.75,1.000,-0.142857,-0.142919,-0.142759,0.000159,0.016,pass
38,40.78,1.000,-0.285714,-0.285711,-0.285601,0.000110,0.011,pass
38,40.75,1.000,-0.428571,-0.428618,-0.428518,0.000101,0.010,pass
38,40.78,1.000,-0.571429,-0.571401,-0.571338,0.000063,0.006,pass
38,40.75,1.000,-0.714286,-0.714303,-0.714294,0.000009,0.001,pass
38,40.78,1.000,-0.857143,-0.857112,-0.857107,0.000005,0.001,pass
38,40.75,1.000,-1.000000,-1.000009,-1.000067,-0.000058,-0.006,pass
39,40.72,1.000,0.000000,-0.000018,0.000023,0.000041,0.004,pass
39,40.72,1.000,0.142857,0.142903,0.142468,-0.000435,-0.044,pass
39,40.69,1.000,0.285714,0.285693,0.285334,-0.000359,-0.036,pass
39,40.72,1.000,0.428571,0.428617,0.428304,-0.000314,-0.031,pass
39,40.75,1.000,0.571429,0.571404,0.571125,-0.000280,-0.028,pass
39,40.75,1.000,0.714286,0.714311,0.714069,-0.000241,-0.024,pass
39,40.75,1.000,0.857143,0.857109,0.856934,-0.000175,-0.017,pass
39,40.75,1.000,1.000000,0.999999,0.999884,-0.000115,-0.011,pass
39,40.75,1.000,-0.142857,-0.142919,-0.143296,-0.000378,-0.038,pass
39,40.78,1.000,-0.285714,-0.285711,-0.286184,-0.000472,-0.047,pass
39,40.75,1.000,-0.428571,-0.428618,-0.428989,-0.000371,-0.037,pass
39,40.78,1.000,-0.571429,-0.571401,-0.571657,-0.000256,-0.026,pass
39,40.75,1.000,-0.714286,-0.714303,-0.714571,-0.000268,-0.027,pass
39,40.78,1.000,-0.857143,-0.857112,-0.857306,-0.000194,-0.019,pass
39,40.75,1.000,-1.000000,-1.000009,-1.000265,-0.000255,-0.026,pass
40,40.72,1.000,0.000000,-0.000018,-0.000037,-0.000019,-0.002,pass
40,40.72,1.000,0.142857,0.142903,0.142878,-0.000025,-0.003,pass
40,40.69,1.000,0.285714,0.285693,0.285720,0.000026,0.003,pass
40,40.72,1.000,0.428571,0.428617,0.428705,0.000087,0.009,pass
40,40.75,1.000,0.571429,0.571404,0.571414,0.000009,0.001,pass
40,40.75,1.000,0.714286,0.714311,0.714345,0.000034,0.003,pass
40,40.75,1.000,0.857143,0.857109,0.857063,-0.000046,-0.005,pass
40,40.75,1.000,1.000000,0.999999,1.000103,0.000104,0.010,pass
40,40.75,1.000,-0.142857,-0.142919,-0.142923,-0.000005,-0.000,pass
40,40.78,1.000,-0.285714,-0.285711,-0.285693,0.000018,0.002,pass
40,40.75,1.000,-0.428571,-0.428618,-0.428579,0.000039,0.004,pass
40,40.78,1.000,-0.571429,-0.571401,-0.571454,-0.000053,-0.005,pass
40,40.75,1.000,-0.714286,-0.714303,-0.714329,-0.000026,-0.003,pass
40,40.78,1.000,-0.857143,-0.857112,-0.857124,-0.000012,-0.001,pass
40,40.75,1.000,-1.000000,-1.000009,-1.000072,-0.000062,-0.006,pass
41,40.72,1.000,0.000000,-0.000018,0.000032,0.000050,0.005,pass
41,40.72,1.000,0.142857,0.142903,0.142938,0.000035,0.003,pass
41,40.69,1.000,0.285714,0.285693,0.285749,0.000055,0.006,pass
41,40.72,1.000,0.428571,0.428617,0.428651,0.000034,0.003,pass
41,40.75,1.000,0.571429,0.571404,0.571467,0.000063,0.006,pass
41,40.75,1.000,0.714286,0.714311,0.714397,0.000087,0.009,pass
41,40.75,1.000,0.857143,0.857109,0.857152,0.000043,0.004,pass
41,40.75,1.000,1.000000,0.999999,1.000174,0.000175,0.018,pass
41,40.75,1.000,-0.142857,-0.142919,-0.142790,0.000128,0.013,pass
41,40.78,1.000,-0.285714,-0.285711,-0.285613,0.000099,0.010,pass
41,40.75,1.000,-0.428571,-0.428618,-0.428510,0.000109,0.011,pass
41,40.78,1.000,-0.571429,-0.571401,-0.571283,0.000117,0.012,pass
41,40.75,1.000,-0.714286,-0.714303,-0.714231,0.000072,0.007,pass
41,40.78,1.000,-0.857143,-0.857112,-0.857097,0.000015,0.001,pass
41,40.75,1.000,-1.000000,-1.000009,-0.999980,0.000029,0.003,pass
42,40.72,1.000,0.000000,-0.000018,-0.000001,0.000017,0.002,pass
42,40.72,1.000,0.142857,0.142903,0.142918,0.000014,0.001,pass
42,40.69,1.000,0.285714,0.285693,0.285730,0.000036,0.004,pass
42,40.72,1.000,0.428571,0.428617,0.428730,0.000112,0.011,pass
42,40.75,1.000,0.571429,0.571404,0.571487,0.000083,0.008,pass
42,40.75,1.000,0.714286,0.714311,0.714388,0.000077,0.008,pass
42,40.75,1.000,0.857143,0.857109,0.857183,0.000074,0.007,pass
42,40.75,1.000,1.000000,0.999999,1.000157,0.000158,0.016,pass
42,40.75,1.000,-0.142857,-0.142919,-0.142809,0.000109,0.011,pass
42,40.78,1.000,-0.285714,-0.285711,-0.285581,0.000131,0.013,pass
42,40.75,1.000,-0.428571,-0.428618,-0.428506,0.000113,0.011,pass
42,40.78,1.000,-0.571429,-0.571401,-0.571253,0.000147,0.015,pass
42,40.75,1.000,-0.714286,-0.714303,-0.714211,0.000092,0.009,pass
42,40.78,1.000,-0.857143,-0.857112,-0.856986,0.000126,0.013,pass
42,40.75,1.000,-1.000000,-1.000009,-0.999890,0.000119,0.012,pass
43,40.72,1.000,0.000000,-0.000018,0.000039,0.000058,0.006,pass
43,40.72,1.000,0.142857,0.142903,0.143003,0.000100,0.010,pass
43,40.69,1.000,0.285714,0.285693,0.285821,0.000127,0.013,pass
43,40.72,1.000,0.428571,0.428617,0.428810,0.000193,0.019,pass
43,40.75,1.000,0.571429,0.571404,0.571497,0.000092,0.009,pass
43,40.75,1.000,0.714286,0.714311,0.714403,0.000092,0.009,pass
43,40.75,1.000,0.857143,0.857109,0.857148,0.000039,0.004,pass
43,40.75,1.000,1.000000,0.999999,1.000479,0.000480,0.048,pass
43,40.75,1.000,-0.142857,-0.142919,-0.142848,0.000070,0.007,pass
43,40.78,1.000,-0.285714,-0.285711,-0.285661,0.000051,0.005,pass
43,40.75,1.000,-0.428571,-0.428618,-0.428587,0.000031,0.003,pass
43,40.78,1.000,-0.571429,-0.571401,-0.571370,0.000031,0.003,pass
43,40.75,1.000,-0.714286,-0.714303,-0.714263,0.000040,0.004,pass
43,40.78,1.000,-0.857143,-0.857112,-0.857021,0.000091,0.009,pass
43,40.75,1.000,-1.000000,-1.000009,-0.999956,0.000053,0.005,pass
44,40.72,1.000,0.000000,-0.000018,-0.000023,-0.000005,-0.000,pass
44,40.72,1.000,0.142857,0.142903,0.142812,-0.000091,-0.009,pass
44,40.69,1.000,0.285714,0.285693,0.285702,0.000009,0.001,pass
44,40.72,1.000,0.428571,0.428617,0.428669,0.000051,0.005,pass
44,40.75,1.000,0.571429,0.571404,0.571392,-0.000012,-0.001,pass
44,40.75,1.000,0.714286,0.714311,0.714331,0.000021,0.002,pass
44,40.75,1.000,0.857143,0.857109,0.857167,0.000058,0.006,pass
44,40.75,1.000,1.000000,0.999999,1.000127,0.000128,0.013,pass
44,40.75,1.000,-0.142857,-0.142919,-0.142939,-0.000021,-0.002,pass
44,40.78,1.000,-0.285714,-0.285711,-0.285776,-0.000065,-0.006,pass
44,40.75,1.000,-0.428571,-0.428618,-0.428707,-0.000089,-0.009,pass
44,40.78,1.000,-0.571429,-0.571401,-0.571506,-0.000106,-0.011,pass
44,40.75,1.000,-0.714286,-0.714303,-0.714465,-0.000162,-0.016,pass
44,40.78,1.000,-0.857143,-0.857112,-0.857288,-0.000177,-0.018,pass
44,40.75,1.000,-1.000000,-1.000009,-1.000251,-0.000241,-0.024,pass
45,40.88,1.000,0.000000,-0.000018,0.000030,0.000048,0.005,pass
45,40.88,1.000,0.142857,0.142903,0.142892,-0.000011,-0.001,pass
45,40.81,1.000,0.285714,0.285693,0.285747,0.000054,0.005,pass
45,40.88,1.000,0.428571,0.428617,0.428706,0.000088,0.009,pass
45,40.88,1.000,0.571429,0.571404,0.571491,0.000087,0.009,pass
45,40.88,1.000,0.714286,0.714311,0.714469,0.000158,0.016,pass
45,40.88,1.000,0.857143,0.857109,0.857239,0.000130,0.013,pass
45,40.88,1.000,1.000000,0.999999,1.000262,0.000263,0.026,pass
45,40.88,1.000,-0.142857,-0.142919,-0.142908,0.000011,0.001,pass
45,40.88,1.000,-0.285714,-0.285711,-0.285730,-0.000019,-0.002,pass
45,40.88,1.000,-0.428571,-0.428618,-0.428547,0.000072,0.007,pass
45,40.94,1.000,-0.571429,-0.571401,-0.571380,0.000020,0.002,pass
45,40.88,1.000,-0.714286,-0.714303,-0.714334,-0.000031,-0.003,pass
45,40.94,1.000,-0.857143,-0.857112,-0.857048,0.000064,0.006,pass
45,40.88,1.000,-1.000000,-1.000009,-1.000018,-0.000008,-0.001,pass
46,40.88,1.000,0.000000,-0.000018,0.000003,0.000021,0.002,pass
46,40.88,1.000,0.142857,0.142903,0.142938,0.000035,0.003,pass
46,40.81,1.000,0.285714,0.285693,0.285810,0.000117,0.012,pass
46,40.88,1.000,0.428571,0.428617,0.428721,0.000103,0.010,pass
46,40.88,1.000,0.571429,0.571404,0.571522,0.000118,0.012,pass
46,40.88,1.000,0.714286,0.714311,0.714392,0.000082,0.008,pass
46,40.88,1.000,0.857143,0.857109,0.857155,0.000046,0.005,pass
46,40.88,1.000,1.000000,0.999999,1.000086,0.000087,0.009,pass
46,40.88,1.000,-0.142857,-0.142919,-0.142902,0.000016,0.002,pass
46,40.88,1.000,-0.285714,-0.285711,-0.285744,-0.000033,-0.003,pass
46,40.88,1.000,-0.428571,-0.428618,-0.428599,0.000020,0.002,pass
46,40.94,1.000,-0.571429,-0.571401,-0.571394,0.000006,0.001,pass
46,40.88,1.000,-0.714286,-0.714303,-0.714383,-0.000080,-0.008,pass
46,40.94,1.000,-0.857143,-0.857112,-0.857017,0.000095,0.009,pass
46,40.88,1.000,-1.000000,-1.000009,-1.000007,0.000003,0.000,pass
47,40.88,1.000,0.000000,-0.000018,0.000040,0.000058,0.006,pass
47,40.88,1.000,0.142857,0.142903,0.142961,0.000058,0.006,pass
47,40.81,1.000,0.285714,0.285693,0.285837,0.000144,0.014,pass
47,40.88,1.000,0.428571,0.428617,0.428752,0.000134,0.013,pass
47,40.88,1.000,0.571429,0.571404,0.571583,0.000178,0.018,pass
47,40.88,1.000,0.714286,0.714311,0.714646,0.000335,0.034,pass
47,40.88,1.000,0.857143,0.857109,0.857238,0.000129,0.013,pass
47,40.88,1.000,1.000000,0.999999,1.000204,0.000205,0.020,pass
47,40.88,1.000,-0.142857,-0.142919,-0.142844,0.000075,0.008,pass
47,40.88,1.000,-0.285714,-0.285711,-0.285648,0.000063,0.006,pass
47,40.88,1.000,-0.428571,-0.428618,-0.428502,0.000116,0.012,pass
47,40.94,1.000,-0.571429,-0.571401,-0.571365,0.000036,0.004,pass
47,40.88,1.000,-0.714286,-0.714303,-0.714339,-0.000036,-0.004,pass
47,40.94,1.000,-0.857143,-0.857112,-0.857009,0.000103,0.010,pass
47,40.88,1.000,-1.000000,-1.000009,-0.999984,0.000025,0.003,pass
48,40.88,1.000,0.000000,-0.000018,0.000034,0.000052,0.005,pass
48,40.88,1.000,0.142857,0.142903,0.142955,0.000052,0.005,pass
48,40.81,1.000,0.285714,0.285693,0.285782,0.000089,0.009,pass
48,40.88,1.000,0.428571,0.428617,0.428716,0.000098,0.010,pass
48,40.88,1.000,0.571429,0.571404,0.571490,0.000086,0.009,pass
48,40.88,1.000,0.714286,0.714311,0.714424,0.000113,0.011,pass
48,40.88,1.000,0.857143,0.857109,0.857159,0.000050,0.005,pass
48,40.88,1.000,1.000000,0.999999,1.000130,0.000131,0.013,pass
48,40.88,1.000,-0.142857,-0.142919,-0.142918,0.000001,0.000,pass
48,40.88,1.000,-0.285714,-0.285711,-0.285723,-0.000012,-0.001,pass
48,40.88,1.000,-0.428571,-0.428618,-0.428606,0.000012,0.001,pass
48,40.94,1.000,-0.571429,-0.571401,-0.571362,0.000039,0.004,pass
48,40.88,1.000,-0.714286,-0.714303,-0.714341,-0.000038,-0.004,pass
48,40.94,1.000,-0.857143,-0.857112,-0.857033,0.000079,0.008,pass
48,40.88,1.000,-1.000000,-1.000009,-0.999968,0.000041,0.004,pass
49,40.69,1.000,0.000000,-0.000018,0.000016,0.000034,0.003,pass
49,40.63,1.000,0.142857,0.142903,0.142893,-0.000010,-0.001,pass
49,40.69,1.000,0.285714,0.285693,0.285711,0.000018,0.002,pass
49,40.69,1.000,0.428571,0.428617,0.428581,-0.000037,-0.004,pass
49,40.69,1.000,0.571429,0.571404,0.571410,0.000005,0.001,pass
49,40.69,1.000,0.714286,0.714311,0.714232,-0.000079,-0.008,pass
49,40.69,1.000,0.857143,0.857109,0.857131,0.000022,0.002,pass
49,40.69,1.000,1.000000,0.999999,1.000112,0.000113,0.011,pass
49,40.75,1.000,-0.142857,-0.142919,-0.142955,-0.000036,-0.004,pass
49,40.63,1.000,-0.285714,-0.285711,-0.285842,-0.000130,-0.013,pass
49,40.75,1.000,-0.428571,-0.428618,-0.428688,-0.000070,-0.007,pass
49,40.69,1.000,-0.571429,-0.571401,-0.571528,-0.000128,-0.013,pass
49,40.69,1.000,-0.714286,-0.714303,-0.714393,-0.000090,-0.009,pass
49,40.69,1.000,-0.857143,-0.857112,-0.856993,0.000118,0.012,pass
49,40.75,1.000,-1.000000,-1.000009,-0.999973,0.000037,0.004,pass
50,40.69,1.000,0.000000,-0.000018,0.000035,0.000053,0.005,pass
50,40.63,1.000,0.142857,0.142903,0.143023,0.000119,0.012,pass
50,40.69,1.000,0.285714,0.285693,0.285809,0.000116,0.012,pass
50,40.69,1.000,0.428571,0.428617,0.428672,0.000055,0.005,pass
50,40.69,1.000,0.571429,0.571404,0.571540,0.000136,0.014,pass
50,40.69,1.000,0.714286,0.714311,0.714404,0.000093,0.009,pass
50,40.69,1.000,0.857143,0.857109,0.857227,0.000118,0.012,pass
50,40.69,1.000,1.000000,0.999999,1.000155,0.000156,0.016,pass
50,40.75,1.000,-0.142857,-0.142919,-0.142891,0.000028,0.003,pass
50,40.63,1.000,-0.285714,-0.285711,-0.285707,0.000005,0.000,pass
50,40.75,1.000,-0.428571,-0.428618,-0.428594,0.000025,0.002,pass
50,40.69,1.000,-0.571429,-0.571401,-0.571363,0.000038,0.004,pass
50,40.69,1.000,-0.714286,-0.714303,-0.714357,-0.000054,-0.005,pass
50,40.69,1.000,-0.857143,-0.857112,-0.857061,0.000051,0.005,pass
50,40.75,1.000,-1.000000,-1.000009,-0.999982,0.000028,0.003,pass
51,40.69,1.000,0.000000,-0.000018,0.000038,0.000056,0.006,pass
51,40.63,1.000,0.142857,0.142903,0.142962,0.000059,0.006,pass
51,40.69,1.000,0.285714,0.285693,0.285769,0.000076,0.008,pass
51,40.69,1.000,0.428571,0.428617,0.428684,0.000066,0.007,pass
51,40.69,1.000,0.571429,0.571404,0.571442,0.000037,0.004,pass
51,40.69,1.000,0.714286,0.714311,0.714371,0.000060,0.006,pass
51,40.69,1.000,0.857143,0.857109,0.857221,0.000112,0.011,pass
51,40.69,1.000,1.000000,0.999999,1.000195,0.000196,0.020,pass
51,40.75,1.000,-0.142857,-0.142919,-0.142872,0.000047,0.005,pass
51,40.63,1.000,-0.285714,-0.285711,-0.285648,0.000064,0.006,pass
51,40.75,1.000,-0.428571,-0.428618,-0.428605,0.000013,0.001,pass
51,40.69,1.000,-0.571429,-0.571401,-0.571379,0.000022,0.002,pass
51,40.69,1.000,-0.714286,-0.714303,-0.714291,0.000012,0.001,pass
51,40.69,1.000,-0.857143,-0.857112,-0.856887,0.000225,0.023,pass
51,40.75,1.000,-1.000000,-1.000009,-0.999843,0.000167,0.017,pass
52,40.69,1.000,0.000000,-0.000018,0.000039,0.000057,0.006,pass
52,40.63,1.000,0.142857,0.142903,0.142913,0.000010,0.001,pass
52,40.69,1.000,0.285714,0.285693,0.285755,0.000061,0.006,pass
52,40.69,1.000,0.428571,0.428617,0.428652,0.000035,0.003,pass
52,40.69,1.000,0.571429,0.571404,0.571581,0.000177,0.018,pass
52,40.69,1.000,0.714286,0.714311,0.714322,0.000011,0.001,pass
52,40.69,1.000,0.857143,0.857109,0.857151,0.000042,0.004,pass
52,40.69,1.000,1.000000,0.999999,1.000099,0.000100,0.010,pass
52,40.75,1.000,-0.142857,-0.142919,-0.142819,0.000099,0.010,pass
52,40.63,1.000,-0.285714,-0.285711,-0.285662,0.000049,0.005,pass
52,40.75,1.000,-0.428571,-0.428618,-0.428567,0.000052,0.005,pass
52,40.69,1.000,-0.571429,-0.571401,-0.571308,0.000092,0.009,pass
52,40.69,1.000,-0.714286,-0.714303,-0.714137,0.000166,0.017,pass
52,40.69,1.000,-0.857143,-0.857112,-0.856755,0.000357,0.036,pass
52,40.75,1.000,-1.000000,-1.000009,-0.999747,0.000263,0.026,pass
53,40.75,1.000,0.000000,-0.000018,0.000014,0.000032,0.003,pass
53,40.72,1.000,0.142857,0.142903,0.142985,0.000082,0.008,pass
53,40.75,1.000,0.285714,0.285693,0.285751,0.000058,0.006,pass
53,40.78,1.000,0.428571,0.428617,0.428622,0.000005,0.000,pass
53,40.75,1.000,0.571429,0.571404,0.571415,0.000011,0.001,pass
53,40.78,1.000,0.714286,0.714311,0.714231,-0.000080,-0.008,pass
53,40.78,1.000,0.857143,0.857109,0.857135,0.000026,0.003,pass
53,40.78,1.000,1.000000,0.999999,1.000101,0.000102,0.010,pass
53,40.81,1.000,-0.142857,-0.142919,-0.142863,0.000055,0.006,pass
53,40.75,1.000,-0.285714,-0.285711,-0.285689,0.000022,0.002,pass
53,40.81,1.000,-0.428571,-0.428618,-0.428604,0.000014,0.001,pass
53,40.81,1.000,-0.571429,-0.571401,-0.571387,0.000013,0.001,pass
53,40.78,1.000,-0.714286,-0.714303,-0.714336,-0.000033,-0.003,pass
53,40.81,1.000,-0.857143,-0.857112,-0.857131,-0.000019,-0.002,pass
53,40.81,1.000,-1.000000,-1.000009,-0.999977,0.000032,0.003,pass
54,40.75,1.000,0.000000,-0.000018,0.000029,0.000047,0.005,pass
54,40.72,1.000,0.142857,0.142903,0.142965,0.000061,0.006,pass
54,40.75,1.000,0.285714,0.285693,0.285767,0.000073,0.007,pass
54,40.78,1.000,0.428571,0.428617,0.428621,0.000004,0.000,pass
54,40.75,1.000,0.571429,0.571404,0.571408,0.000003,0.000,pass
54,40.78,1.000,0.714286,0.714311,0.714364,0.000053,0.005,pass
54,40.78,1.000,0.857143,0.857109,0.857193,0.000084,0.008,pass
54,40.78,1.000,1.000000,0.999999,1.000060,0.000061,0.006,pass
54,40.81,1.000,-0.142857,-0.142919,-0.142870,0.000049,0.005,pass
54,40.75,1.000,-0.285714,-0.285711,-0.285689,0.000023,0.002,pass
54,40.81,1.000,-0.428571,-0.428618,-0.428551,0.000067,0.007,pass
54,40.81,1.000,-0.571429,-0.571401,-0.571321,0.000079,0.008,pass
54,40.78,1.000,-0.714286,-0.714303,-0.714291,0.000012,0.001,pass
54,40.81,1.000,-0.857143,-0.857112,-0.856992,0.000119,0.012,pass
54,40.81,1.000,-1.000000,-1.000009,-0.999893,0.000116,0.012,pass
55,40.75,1.000,0.000000,-0.000018,0.000040,0.000058,0.006,pass
55,40.72,1.000,0.142857,0.142903,0.142908,0.000005,0.001,pass
55,40.75,1.000,0.285714,0.285693,0.285732,0.000038,0.004,pass
55,40.78,1.000,0.428571,0.428617,0.428680,0.000063,0.006,pass
55,40.75,1.000,0.571429,0.571404,0.571470,0.000065,0.007,pass
55,40.78,1.000,0.714286,0.714311,0.714365,0.000054,0.005,pass
55,40.78,1.000,0.857143,0.857109,0.857285,0.000176,0.018,pass
55,40.78,1.000,1.000000,0.999999,1.000135,0.000136,0.014,pass
55,40.81,1.000,-0.142857,-0.142919,-0.142876,0.000043,0.004,pass
55,40.75,1.000,-0.285714,-0.285711,-0.285680,0.000031,0.003,pass
55,40.81,1.000,-0.428571,-0.428618,-0.428521,0.000098,0.010,pass
55,40.81,1.000,-0.571429,-0.571401,-0.571249,0.000152,0.015,pass
55,40.78,1.000,-0.714286,-0.714303,-0.714189,0.000114,0.011,pass
55,40.81,1.000,-0.857143,-0.857112,-0.856903,0.000209,0.021,pass
55,40.81,1.000,-1.000000,-1.000009,-0.999839,0.000170,0.017,pass
56,40.75,1.000,0.000000,-0.000018,0.000049,0.000067,0.007,pass
56,40.72,1.000,0.142857,0.142903,0.143028,0.000125,0.012,pass
56,40.75,1.000,0.285714,0.285693,0.285888,0.000195,0.020,pass
56,40.78,1.000,0.428571,0.428617,0.428789,0.000171,0.017,pass
56,40.75,1.000,0.571429,0.571404,0.571610,0.000206,0.021,pass
56,40.78,1.000,0.714286,0.714311,0.714506,0.000195,0.020,pass
56,40.78,1.000,0.857143,0.857109,0.857271,0.000162,0.016,pass
56,40.78,1.000,1.000000,0.999999,1.000181,0.000182,0.018,pass
56,40.81,1.000,-0.142857,-0.142919,-0.142846,0.000072,0.007,pass
56,40.75,1.000,-0.285714,-0.285711,-0.285654,0.000058,0.006,pass
56,40.81,1.000,-0.428571,-0.428618,-0.428601,0.000017,0.002,pass
56,40.81,1.000,-0.571429,-0.571401,-0.571371,0.000030,0.003,pass
